date,product_id,product_name,category,price,cost,impressions,visitors,product_clicks,add_to_cart,orders,units_sold,sales_amount,ad_spend,refund_units,inventory,rating
2026-04-22,P008,机能运动鞋,运动鞋,599.0,236.0,3150,396,260,77,22,23,12754.31,2414.45,0,361,4.6
2026-04-22,P009,城市斜挎包,斜挎包,289.0,96.0,3237,297,205,46,8,9,2514.08,485.96,1,707,4.8
2026-04-22,P010,刺绣棒球帽,棒球帽,159.0,48.0,3927,544,362,71,22,25,3653.3,621.72,1,1004,4.3
2026-04-23,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3402,505,340,99,16,19,12527.29,2274.73,2,459,4.6
2026-04-23,P002,云白防晒衣,防晒衣,399.0,148.0,2331,264,172,49,7,7,2639.89,440.45,0,683,4.4
2026-04-23,P003,卡其工装裤,工装裤,459.0,176.0,2576,266,218,59,11,12,5324.29,909.24,2,527,4.5
2026-04-23,P004,灰色连帽卫衣,卫衣,329.0,122.0,4128,587,404,105,24,26,7876.31,1987.35,0,711,4.6
2026-04-23,P005,复古印花T恤,T恤,199.0,63.0,3665,497,381,89,18,18,3420.58,698.68,2,974,4.7
2026-04-23,P006,轻量羽绒服,羽绒服,899.0,382.0,4078,595,405,86,20,21,17340.58,4624.88,2,192,4.4
2026-04-23,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5666,612,458,109,26,29,11535.5,2134.79,1,369,4.5
2026-04-23,P008,机能运动鞋,运动鞋,599.0,236.0,3241,495,320,71,15,16,9002.19,1381.05,2,345,4.7
2026-04-23,P009,城市斜挎包,斜挎包,289.0,96.0,4413,366,296,49,9,9,2538.82,398.36,0,698,4.5
2026-04-23,P010,刺绣棒球帽,棒球帽,159.0,48.0,6144,787,515,112,42,44,6737.41,1182.38,0,960,4.4
2026-04-24,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3590,239,203,37,14,14,8949.51,1342.25,2,445,4.7
2026-04-24,P002,云白防晒衣,防晒衣,399.0,148.0,2653,328,256,59,13,14,5476.28,1695.03,1,669,4.5
2026-04-24,P003,卡其工装裤,工装裤,459.0,176.0,3219,435,330,59,18,21,9154.42,1743.14,0,506,4.5
2026-04-24,P004,灰色连帽卫衣,卫衣,329.0,122.0,4817,425,348,97,17,17,5205.1,861.69,0,694,4.5
2026-04-24,P005,复古印花T恤,T恤,199.0,63.0,2653,351,229,37,19,20,3882.6,851.67,1,954,4.6
2026-04-24,P006,轻量羽绒服,羽绒服,899.0,382.0,2915,221,168,31,8,9,7638.1,2054.25,0,183,4.5
2026-04-24,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3357,476,328,54,14,14,5724.21,1516.31,2,355,4.6
2026-04-24,P008,机能运动鞋,运动鞋,599.0,236.0,5594,804,529,153,37,38,21482.93,3471.99,1,307,4.4
2026-04-24,P009,城市斜挎包,斜挎包,289.0,96.0,3911,488,368,81,23,26,7405.14,1312.8,1,672,4.4
2026-04-24,P010,刺绣棒球帽,棒球帽,159.0,48.0,4507,665,441,128,22,24,3660.33,682.52,2,936,4.4
2026-04-25,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3554,444,327,87,20,22,14460.71,3953.41,0,423,4.7
2026-04-25,P002,云白防晒衣,防晒衣,399.0,148.0,3526,385,325,57,15,18,6845.48,1134.54,0,651,4.4
2026-04-25,P003,卡其工装裤,工装裤,459.0,176.0,4151,414,348,88,20,21,9458.0,2339.83,1,485,4.9
2026-04-25,P004,灰色连帽卫衣,卫衣,329.0,122.0,4675,710,487,96,35,38,11406.69,1989.92,2,656,4.5
2026-04-25,P005,复古印花T恤,T恤,199.0,63.0,3831,324,229,47,17,20,3763.35,828.87,2,934,4.6
2026-04-25,P006,轻量羽绒服,羽绒服,899.0,382.0,4856,436,346,91,13,14,11664.93,1905.42,0,169,4.5
2026-04-25,P007,水洗牛仔裤,牛仔裤,429.0,168.0,6009,484,387,89,23,25,10164.53,2429.91,2,330,4.7
2026-04-25,P008,机能运动鞋,运动鞋,599.0,236.0,3697,420,353,68,15,16,9327.21,1551.96,2,291,4.5
2026-04-25,P009,城市斜挎包,斜挎包,289.0,96.0,5153,456,329,98,17,17,4832.09,715.14,0,655,4.8
2026-04-25,P010,刺绣棒球帽,棒球帽,159.0,48.0,4602,555,397,71,32,34,5160.23,875.69,2,902,4.5
2026-04-26,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3226,326,242,60,10,11,7074.79,1772.89,0,412,4.3
2026-04-26,P002,云白防晒衣,防晒衣,399.0,148.0,4011,374,263,78,11,13,4741.82,1063.11,2,638,4.6
2026-04-26,P003,卡其工装裤,工装裤,459.0,176.0,4082,370,284,59,13,13,5865.85,894.28,2,472,4.4
2026-04-26,P004,灰色连帽卫衣,卫衣,329.0,122.0,4443,596,412,74,23,26,8188.1,1242.4,1,630,4.5
2026-04-26,P005,复古印花T恤,T恤,199.0,63.0,4514,529,398,72,25,28,5247.14,858.77,2,906,4.7
2026-04-26,P006,轻量羽绒服,羽绒服,899.0,382.0,5234,496,330,83,15,17,15098.51,4412.58,1,152,4.7
2026-04-26,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3276,344,262,76,15,16,6268.88,1166.57,0,314,4.7
2026-04-26,P008,机能运动鞋,运动鞋,599.0,236.0,5288,761,500,90,27,28,15611.06,2296.32,1,263,4.8
2026-04-26,P009,城市斜挎包,斜挎包,289.0,96.0,5509,736,511,141,19,19,5260.66,1035.7,0,636,4.8
2026-04-26,P010,刺绣棒球帽,棒球帽,159.0,48.0,3895,441,326,82,15,15,2256.91,504.1,0,887,4.6
2026-04-27,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2264,278,195,35,13,13,8927.23,1900.88,2,399,4.6
2026-04-27,P002,云白防晒衣,防晒衣,399.0,148.0,2282,192,145,43,8,9,3335.08,1041.97,2,629,4.3
2026-04-27,P003,卡其工装裤,工装裤,459.0,176.0,3443,357,290,86,11,12,5081.05,762.31,2,460,4.6
2026-04-27,P004,灰色连帽卫衣,卫衣,329.0,122.0,3660,418,300,65,12,14,4341.26,651.99,0,616,4.4
2026-04-27,P005,复古印花T恤,T恤,199.0,63.0,3458,290,236,59,7,8,1471.28,255.8,2,898,4.9
2026-04-27,P006,轻量羽绒服,羽绒服,899.0,382.0,3374,327,244,43,16,16,14124.72,3090.29,0,136,4.7
2026-04-27,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4666,593,457,86,27,27,11232.21,1833.3,0,287,4.5
2026-04-27,P008,机能运动鞋,运动鞋,599.0,236.0,5353,729,517,110,36,40,22603.13,4031.18,1,223,4.5
2026-04-27,P009,城市斜挎包,斜挎包,289.0,96.0,3462,278,204,35,10,12,3346.1,553.98,1,624,4.9
2026-04-27,P010,刺绣棒球帽,棒球帽,159.0,48.0,5458,365,310,61,9,9,1395.08,231.13,1,878,4.3
2026-04-28,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2968,420,308,57,11,12,7979.35,1427.74,1,387,4.4
2026-04-28,P002,云白防晒衣,防晒衣,399.0,148.0,2812,347,229,59,13,15,5484.82,1496.9,2,614,4.8
2026-04-28,P003,卡其工装裤,工装裤,459.0,176.0,4107,324,233,59,11,11,4829.08,892.78,2,449,4.7
2026-04-28,P004,灰色连帽卫衣,卫衣,329.0,122.0,3051,287,198,56,9,10,3165.66,691.05,2,606,4.5
2026-04-28,P005,复古印花T恤,T恤,199.0,63.0,3813,343,236,67,17,20,3779.02,911.48,0,878,4.6
2026-04-28,P006,轻量羽绒服,羽绒服,899.0,382.0,5378,591,513,109,34,36,30110.94,4809.9,2,100,4.3
2026-04-28,P007,水洗牛仔裤,牛仔裤,429.0,168.0,2904,398,299,84,13,14,5548.95,1414.11,1,273,4.8
2026-04-28,P008,机能运动鞋,运动鞋,599.0,236.0,3579,319,268,60,16,18,9964.2,2417.32,1,205,4.8
2026-04-28,P009,城市斜挎包,斜挎包,289.0,96.0,4681,320,267,58,12,12,3366.78,863.66,0,612,4.9
2026-04-28,P010,刺绣棒球帽,棒球帽,159.0,48.0,5135,469,345,80,22,25,3807.41,572.29,1,853,4.7
2026-04-29,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4006,308,255,65,17,20,12850.34,2287.07,2,367,4.7
2026-04-29,P002,云白防晒衣,防晒衣,399.0,148.0,2976,355,275,65,14,15,5877.89,1240.81,2,599,4.3
2026-04-29,P003,卡其工装裤,工装裤,459.0,176.0,3008,305,253,44,8,9,3968.04,614.75,1,440,4.5
2026-04-29,P004,灰色连帽卫衣,卫衣,329.0,122.0,2791,258,172,36,14,15,4584.99,687.24,2,591,4.6
2026-04-29,P005,复古印花T恤,T恤,199.0,63.0,3009,308,259,47,10,12,2202.21,567.15,1,866,4.4
2026-04-29,P006,轻量羽绒服,羽绒服,899.0,382.0,2939,316,270,71,16,18,15558.57,2636.59,1,82,4.7
2026-04-29,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3789,412,355,101,12,13,5101.57,1184.37,0,260,4.5
2026-04-29,P008,机能运动鞋,运动鞋,599.0,236.0,4742,569,423,120,28,30,16456.83,4074.14,1,175,4.6
2026-04-29,P009,城市斜挎包,斜挎包,289.0,96.0,5909,505,413,74,28,28,7842.11,1490.12,2,584,4.5
2026-04-29,P010,刺绣棒球帽,棒球帽,159.0,48.0,3305,470,308,81,16,16,2379.8,722.98,0,837,4.6
2026-04-30,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2929,343,244,53,15,18,12135.18,2594.39,0,949,4.7
2026-04-30,P002,云白防晒衣,防晒衣,399.0,148.0,3389,416,270,65,10,10,3749.0,1151.51,2,1229,4.8
2026-04-30,P003,卡其工装裤,工装裤,459.0,176.0,3201,348,268,63,17,18,7983.6,1840.62,1,1102,4.7
2026-04-30,P004,灰色连帽卫衣,卫衣,329.0,122.0,4391,553,394,63,25,26,8427.98,1451.03,2,1285,4.5
2026-04-30,P005,复古印花T恤,T恤,199.0,63.0,3352,484,317,79,21,22,4266.85,1275.88,2,1604,4.3
2026-04-30,P006,轻量羽绒服,羽绒服,899.0,382.0,4051,388,256,63,17,17,13995.7,3835.27,0,865,4.3
2026-04-30,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3192,418,276,74,11,11,4597.18,828.07,2,1089,4.4
2026-04-30,P008,机能运动鞋,运动鞋,599.0,236.0,5726,647,432,77,26,26,14183.64,3400.97,2,1029,4.8
2026-04-30,P009,城市斜挎包,斜挎包,289.0,96.0,5247,570,422,73,29,33,9068.5,1545.6,1,1471,4.4
2026-04-30,P010,刺绣棒球帽,棒球帽,159.0,48.0,3319,263,183,30,14,14,2090.54,461.51,2,1783,4.4
2026-05-01,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4049,340,226,63,16,18,11812.38,2184.37,2,931,4.7
2026-05-01,P002,云白防晒衣,防晒衣,399.0,148.0,2588,266,195,37,12,14,5149.36,872.22,0,1215,4.4
2026-05-01,P003,卡其工装裤,工装裤,459.0,176.0,3944,333,228,66,17,18,7619.97,1982.25,2,1084,4.4
2026-05-01,P004,灰色连帽卫衣,卫衣,329.0,122.0,3443,395,279,77,11,13,4113.18,878.38,0,1272,4.6
2026-05-01,P005,复古印花T恤,T恤,199.0,63.0,4824,540,359,70,23,25,4702.09,1246.59,0,1579,4.4
2026-05-01,P006,轻量羽绒服,羽绒服,899.0,382.0,4143,314,255,65,16,18,15990.88,3379.65,1,847,4.3
2026-05-01,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3687,343,270,80,12,14,5922.72,920.86,2,1075,4.6
2026-05-01,P008,机能运动鞋,运动鞋,599.0,236.0,3269,446,290,61,13,13,7385.43,1305.99,0,1016,4.7
2026-05-01,P009,城市斜挎包,斜挎包,289.0,96.0,4905,681,499,136,40,46,12773.14,2031.75,0,1425,4.9
2026-05-01,P010,刺绣棒球帽,棒球帽,159.0,48.0,4770,719,474,96,36,36,5353.77,1093.58,2,1747,4.4
2026-05-02,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4685,400,298,69,20,22,14895.64,2194.26,0,909,4.5
2026-05-02,P002,云白防晒衣,防晒衣,399.0,148.0,4973,582,448,104,18,20,7589.01,1288.83,0,1195,4.7
2026-05-02,P003,卡其工装裤,工装裤,459.0,176.0,2929,400,282,59,15,18,7688.1,1360.36,2,1066,4.6
2026-05-02,P004,灰色连帽卫衣,卫衣,329.0,122.0,4599,453,347,85,19,22,6950.33,1422.39,1,1250,4.5
2026-05-02,P005,复古印花T恤,T恤,199.0,63.0,4298,349,250,68,11,13,2457.89,615.38,0,1566,4.7
2026-05-02,P006,轻量羽绒服,羽绒服,899.0,382.0,5872,699,493,120,41,43,36875.6,5545.23,0,804,4.6
2026-05-02,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4754,517,391,63,30,32,13290.3,2045.79,2,1043,4.4
2026-05-02,P008,机能运动鞋,运动鞋,599.0,236.0,5343,372,318,82,9,10,5842.67,1702.9,1,1006,4.7
2026-05-02,P009,城市斜挎包,斜挎包,289.0,96.0,5623,683,571,111,18,21,5634.07,1621.43,1,1404,4.5
2026-05-02,P010,刺绣棒球帽,棒球帽,159.0,48.0,6869,837,716,174,27,30,4400.78,749.86,2,1717,4.4
2026-05-03,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2578,341,256,58,10,12,7907.52,1421.6,0,897,4.6
2026-05-03,P002,云白防晒衣,防晒衣,399.0,148.0,4243,490,365,74,26,29,10697.13,2749.99,0,1166,4.5
2026-05-03,P003,卡其工装裤,工装裤,459.0,176.0,2902,306,250,53,8,9,3831.42,1179.52,2,1057,4.5
2026-05-03,P004,灰色连帽卫衣,卫衣,329.0,122.0,3660,348,257,72,11,13,4046.97,849.15,1,1237,4.6
2026-05-03,P005,复古印花T恤,T恤,199.0,63.0,4029,542,367,72,20,24,4657.48,1037.36,1,1542,4.9
2026-05-03,P006,轻量羽绒服,羽绒服,899.0,382.0,5847,623,491,81,18,19,16565.77,4604.33,0,785,4.4
2026-05-03,P007,水洗牛仔裤,牛仔裤,429.0,168.0,6262,543,406,104,15,18,7263.8,1786.7,2,1025,4.6
2026-05-03,P008,机能运动鞋,运动鞋,599.0,236.0,6116,571,384,62,20,22,12749.91,2377.69,1,984,4.3
2026-05-03,P009,城市斜挎包,斜挎包,289.0,96.0,7018,625,468,126,20,24,6797.75,1183.84,2,1380,4.6
2026-05-03,P010,刺绣棒球帽,棒球帽,159.0,48.0,5812,502,346,96,26,28,4375.91,736.82,1,1689,4.7
2026-05-04,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2768,228,161,27,10,10,6754.83,1393.42,0,887,4.7
2026-05-04,P002,云白防晒衣,防晒衣,399.0,148.0,4431,460,304,80,15,18,6566.27,1580.72,0,1148,4.7
2026-05-04,P003,卡其工装裤,工装裤,459.0,176.0,3213,409,280,72,14,14,6300.56,1794.33,0,1043,4.7
2026-05-04,P004,灰色连帽卫衣,卫衣,329.0,122.0,2504,330,241,41,18,20,6371.5,943.71,2,1217,4.8
2026-05-04,P005,复古印花T恤,T恤,199.0,63.0,5024,732,520,107,19,19,3721.3,974.27,1,1523,4.4
2026-05-04,P006,轻量羽绒服,羽绒服,899.0,382.0,3688,483,313,89,15,15,12645.85,2779.54,0,770,4.3
2026-05-04,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4279,430,310,70,13,13,5388.49,952.36,2,1012,4.4
2026-05-04,P008,机能运动鞋,运动鞋,599.0,236.0,4529,431,309,73,13,14,7867.73,1301.27,0,970,4.7
2026-05-04,P009,城市斜挎包,斜挎包,289.0,96.0,5723,700,516,127,37,41,11324.07,1686.66,0,1339,4.5
2026-05-04,P010,刺绣棒球帽,棒球帽,159.0,48.0,5650,417,334,74,13,15,2313.6,357.3,1,1674,4.6
2026-05-05,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4025,582,380,97,17,17,11758.59,2586.0,0,870,4.5
2026-05-05,P002,云白防晒衣,防晒衣,399.0,148.0,2853,337,267,44,9,9,3492.9,517.43,2,1139,4.4
2026-05-05,P003,卡其工装裤,工装裤,459.0,176.0,3215,415,293,51,11,12,5442.17,1582.5,0,1031,4.6
2026-05-05,P004,灰色连帽卫衣,卫衣,329.0,122.0,2692,256,212,47,10,10,3113.7,568.5,0,1207,4.8
2026-05-05,P005,复古印花T恤,T恤,199.0,63.0,4158,361,272,57,11,12,2345.0,544.82,2,1511,4.7
2026-05-05,P006,轻量羽绒服,羽绒服,899.0,382.0,3485,477,326,69,24,25,22209.14,5141.19,1,745,4.5
2026-05-05,P007,水洗牛仔裤,牛仔裤,429.0,168.0,2859,318,233,42,8,9,3600.54,690.48,1,1003,4.3
2026-05-05,P008,机能运动鞋,运动鞋,599.0,236.0,3673,497,342,63,22,26,15178.8,2783.23,0,944,4.4
2026-05-05,P009,城市斜挎包,斜挎包,289.0,96.0,3281,403,308,65,16,19,5325.13,982.34,1,1320,4.8
2026-05-05,P010,刺绣棒球帽,棒球帽,159.0,48.0,4820,704,494,81,29,32,4720.14,715.24,0,1642,4.4
2026-05-06,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2883,304,228,46,9,10,6851.35,1509.53,0,860,4.4
2026-05-06,P002,云白防晒衣,防晒衣,399.0,148.0,2441,248,204,40,14,15,5696.34,1119.57,0,1124,4.7
2026-05-06,P003,卡其工装裤,工装裤,459.0,176.0,3304,389,302,77,9,10,4449.29,809.82,0,1021,4.2
2026-05-06,P004,灰色连帽卫衣,卫衣,329.0,122.0,4643,677,463,104,23,25,7648.76,1172.16,1,1182,4.7
2026-05-06,P005,复古印花T恤,T恤,199.0,63.0,3356,410,320,54,23,27,5132.86,921.14,2,1484,4.4
2026-05-06,P006,轻量羽绒服,羽绒服,899.0,382.0,3977,417,288,85,12,13,11035.95,2495.15,1,732,4.5
2026-05-06,P007,水洗牛仔裤,牛仔裤,429.0,168.0,4416,472,319,81,26,28,11313.31,2261.08,0,975,4.6
2026-05-06,P008,机能运动鞋,运动鞋,599.0,236.0,4885,756,502,93,21,25,14676.88,3209.1,0,919,4.7
2026-05-06,P009,城市斜挎包,斜挎包,289.0,96.0,4010,347,245,73,13,15,4045.16,1050.92,2,1305,4.7
2026-05-06,P010,刺绣棒球帽,棒球帽,159.0,48.0,6172,581,452,105,34,36,5331.79,1561.92,0,1606,4.5
2026-05-07,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2809,328,248,50,18,21,14519.56,3228.96,2,839,4.5
2026-05-07,P002,云白防晒衣,防晒衣,399.0,148.0,4215,303,247,69,12,13,5134.62,807.85,1,1111,4.3
2026-05-07,P003,卡其工装裤,工装裤,459.0,176.0,2520,196,160,31,5,6,2536.9,577.73,0,1015,4.2
2026-05-07,P004,灰色连帽卫衣,卫衣,329.0,122.0,3662,436,285,54,11,12,3904.34,700.37,2,1170,4.5
2026-05-07,P005,复古印花T恤,T恤,199.0,63.0,4871,639,413,77,36,38,7481.57,2232.79,0,1446,4.6
2026-05-07,P006,轻量羽绒服,羽绒服,899.0,382.0,3272,219,184,46,11,13,11398.31,2380.06,1,719,4.6
2026-05-07,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3915,393,273,74,14,14,5922.24,1126.4,0,961,4.6
2026-05-07,P008,机能运动鞋,运动鞋,599.0,236.0,3604,406,304,88,12,12,6594.57,1306.48,1,907,4.2
2026-05-07,P009,城市斜挎包,斜挎包,289.0,96.0,4153,477,372,98,12,12,3352.02,605.09,1,1293,4.7
2026-05-07,P010,刺绣棒球帽,棒球帽,159.0,48.0,5902,448,336,77,19,19,2861.15,677.96,2,1587,4.5
2026-05-08,P001,黑色冲锋衣,冲锋衣,699.0,285.0,2268,158,133,23,3,3,1987.65,480.4,1,836,4.6
2026-05-08,P002,云白防晒衣,防晒衣,399.0,148.0,2449,370,253,74,13,14,5365.27,1542.93,0,1097,4.7
2026-05-08,P003,卡其工装裤,工装裤,459.0,176.0,3228,225,179,42,12,14,5893.25,963.17,2,1001,4.7
2026-05-08,P004,灰色连帽卫衣,卫衣,329.0,122.0,3316,366,290,57,10,10,3191.77,588.52,2,1160,4.6
2026-05-08,P005,复古印花T恤,T恤,199.0,63.0,4685,472,390,104,21,21,4069.42,654.32,1,1425,4.2
2026-05-08,P006,轻量羽绒服,羽绒服,899.0,382.0,3498,299,233,47,10,10,8671.09,2318.44,1,709,4.3
2026-05-08,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5411,616,427,78,34,37,14617.99,4101.91,0,924,4.4
2026-05-08,P008,机能运动鞋,运动鞋,599.0,236.0,5483,714,551,156,18,19,10502.46,2973.38,2,888,4.7
2026-05-08,P009,城市斜挎包,斜挎包,289.0,96.0,4096,308,243,42,16,19,5000.83,876.35,0,1274,4.8
2026-05-08,P010,刺绣棒球帽,棒球帽,159.0,48.0,5848,437,346,67,11,12,1812.62,272.38,0,1575,4.8
2026-05-09,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4951,671,466,117,31,36,24077.98,4850.3,0,800,4.6
2026-05-09,P002,云白防晒衣,防晒衣,399.0,148.0,5137,445,367,79,22,26,10151.26,2181.7,1,1071,4.5
2026-05-09,P003,卡其工装裤,工装裤,459.0,176.0,3540,528,370,66,30,30,12899.92,1954.36,1,971,4.6
2026-05-09,P004,灰色连帽卫衣,卫衣,329.0,122.0,5437,774,560,166,21,21,6721.24,1230.04,0,1139,4.4
2026-05-09,P005,复古印花T恤,T恤,199.0,63.0,6182,657,435,116,28,32,6254.66,1393.48,2,1393,4.4
2026-05-09,P006,轻量羽绒服,羽绒服,899.0,382.0,7035,574,418,70,32,32,28117.08,7550.21,1,677,4.5
2026-05-09,P007,水洗牛仔裤,牛仔裤,429.0,168.0,6541,675,539,112,26,30,12043.91,2739.14,0,894,4.3
2026-05-09,P008,机能运动鞋,运动鞋,599.0,236.0,5232,573,465,82,25,27,14874.27,2288.03,0,861,4.5
2026-05-09,P009,城市斜挎包,斜挎包,289.0,96.0,6949,516,390,80,15,15,4047.77,869.67,0,1259,4.3
2026-05-09,P010,刺绣棒球帽,棒球帽,159.0,48.0,6817,786,567,126,39,40,5966.3,1626.0,0,1535,4.5
2026-05-10,P001,黑色冲锋衣,冲锋衣,699.0,285.0,5648,464,312,93,12,14,9223.87,1645.95,1,786,4.5
2026-05-10,P002,云白防晒衣,防晒衣,399.0,148.0,4714,446,328,93,16,16,6082.21,1245.8,1,1055,4.5
2026-05-10,P003,卡其工装裤,工装裤,459.0,176.0,3812,484,335,56,21,21,8957.5,1432.53,1,950,5.0
2026-05-10,P004,灰色连帽卫衣,卫衣,329.0,122.0,4986,481,350,66,28,28,8420.46,2578.12,0,1111,4.4
2026-05-10,P005,复古印花T恤,T恤,199.0,63.0,5478,478,324,87,28,29,5565.13,1010.37,2,1364,4.8
2026-05-10,P006,轻量羽绒服,羽绒服,899.0,382.0,7360,527,452,120,16,18,15701.02,2769.58,2,659,4.5
2026-05-10,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5176,753,509,149,21,22,9079.61,2661.41,2,872,4.3
2026-05-10,P008,机能运动鞋,运动鞋,599.0,236.0,7080,615,409,80,23,27,14729.28,2308.5,2,834,4.7
2026-05-10,P009,城市斜挎包,斜挎包,289.0,96.0,5082,398,301,61,21,23,6468.51,1123.74,1,1236,4.6
2026-05-10,P010,刺绣棒球帽,棒球帽,159.0,48.0,6936,578,391,71,27,30,4685.65,1017.8,2,1505,4.8
2026-05-11,P001,黑色冲锋衣,冲锋衣,699.0,285.0,3606,344,236,60,13,13,8470.61,1673.92,2,773,4.5
2026-05-11,P002,云白防晒衣,防晒衣,399.0,148.0,5485,436,329,79,16,19,7419.24,1207.97,1,1036,4.6
2026-05-11,P003,卡其工装裤,工装裤,459.0,176.0,5588,613,416,93,32,33,14451.03,2218.79,2,917,4.6
2026-05-11,P004,灰色连帽卫衣,卫衣,329.0,122.0,3575,471,329,60,20,24,7269.95,1395.4,0,1087,4.4
2026-05-11,P005,复古印花T恤,T恤,199.0,63.0,5918,634,537,107,36,42,7826.32,1158.23,2,1322,4.3
2026-05-11,P006,轻量羽绒服,羽绒服,899.0,382.0,5437,594,510,137,21,22,18025.46,2854.95,2,637,4.7
2026-05-11,P007,水洗牛仔裤,牛仔裤,429.0,168.0,3843,461,367,95,15,18,7634.87,1945.97,0,854,4.7
2026-05-11,P008,机能运动鞋,运动鞋,599.0,236.0,6364,623,447,122,31,35,20105.19,3942.63,1,799,4.6
2026-05-11,P009,城市斜挎包,斜挎包,289.0,96.0,6965,914,626,135,47,56,15701.63,2563.5,1,1180,4.4
2026-05-11,P010,刺绣棒球帽,棒球帽,159.0,48.0,5461,578,482,132,21,24,3667.78,755.24,0,1481,4.4
2026-05-12,P001,黑色冲锋衣,冲锋衣,699.0,285.0,5443,498,419,69,12,14,8973.38,1500.7,2,759,4.6
2026-05-12,P002,云白防晒衣,防晒衣,399.0,148.0,4955,570,473,95,27,31,11382.64,1733.21,2,1005,4.3
2026-05-12,P003,卡其工装裤,工装裤,459.0,176.0,4043,311,256,71,14,15,6533.42,1066.9,2,902,4.4
2026-05-12,P004,灰色连帽卫衣,卫衣,329.0,122.0,4516,487,416,98,26,31,9669.65,2639.18,0,1056,4.4
2026-05-12,P005,复古印花T恤,T恤,199.0,63.0,6024,567,419,80,21,21,3934.74,840.5,2,1301,4.7
2026-05-12,P006,轻量羽绒服,羽绒服,899.0,382.0,3571,257,206,49,12,13,11180.96,2747.19,1,624,4.4
2026-05-12,P007,水洗牛仔裤,牛仔裤,429.0,168.0,5015,430,305,90,11,12,4963.7,1107.29,0,842,4.7
2026-05-12,P008,机能运动鞋,运动鞋,599.0,236.0,5424,569,436,91,30,31,17491.0,2974.98,2,768,4.4
2026-05-12,P009,城市斜挎包,斜挎包,289.0,96.0,5602,508,334,70,30,31,8243.03,1578.14,1,1149,4.4
2026-05-12,P010,刺绣棒球帽,棒球帽,159.0,48.0,8062,574,453,127,30,34,5283.9,1173.32,1,1447,4.4
2026-05-13,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4315,396,273,66,12,12,7700.37,1322.97,2,747,4.6
2026-05-13,P002,云白防晒衣,防晒衣,399.0,148.0,5016,682,450,120,22,24,9434.52,2276.19,1,981,4.3
2026-05-13,P003,卡其工装裤,工装裤,459.0,176.0,5806,588,424,124,27,28,12015.74,3394.46,0,874,4.6
2026-05-13,P004,灰色连帽卫衣,卫衣,329.0,122.0,4738,364,289,86,9,10,3045.59,683.34,1,1046,4.5
2026-05-13,P005,复古印花T恤,T恤,199.0,63.0,5125,506,438,77,25,29,5382.91,1435.65,0,1272,4.8
2026-05-13,P006,轻量羽绒服,羽绒服,899.0,382.0,6943,629,541,132,35,38,33298.09,8420.77,1,586,4.4
2026-05-13,P007,水洗牛仔裤,牛仔裤,429.0,168.0,6648,728,626,153,22,22,8819.68,1450.43,0,820,4.4
2026-05-13,P008,机能运动鞋,运动鞋,599.0,236.0,5218,748,536,103,39,41,24041.17,4776.51,0,727,4.4
2026-05-13,P009,城市斜挎包,斜挎包,289.0,96.0,6952,646,517,110,37,39,10330.46,1759.17,2,1110,5.0
2026-05-13,P010,刺绣棒球帽,棒球帽,159.0,48.0,5674,683,505,91,38,43,6767.24,1649.04,1,1404,4.4
2026-05-14,P001,黑色冲锋衣,冲锋衣,699.0,285.0,4701,463,324,67,16,16,10822.02,2943.99,2,731,4.7
2026-05-14,P002,云白防晒衣,防晒衣,399.0,148.0,5596,566,450,72,28,31,12155.28,2073.39,2,950,4.9
2026-05-14,P003,卡其工装裤,工装裤,459.0,176.0,6049,733,562,145,29,31,14053.2,3119.91,2,843,4.8
2026-05-14,P004,灰色连帽卫衣,卫衣,329.0,122.0,3257,250,201,34,13,14,4457.73,1259.08,2,1032,4.6
2026-05-14,P005,复古印花T恤,T恤,199.0,63.0,4673,550,454,97,17,19,3659.25,870.69,0,1253,4.5
